id,url,airframe,make,model,category,categoryReadable,callsign,registration,operatorId,operatorName
1949,https://arena.nafc.org.au/resource/api/ext/aircraft/1949,FIXED_WING,CESSNA AIRCRAFT COMPANY,525,FixAas,FW - AAS / Recce,BIRDDOG 123,VH-RMB,153,AGAIR Response
1969,https://arena.nafc.org.au/resource/api/ext/aircraft/1969,FIXED_WING,GULFSTREAM AEROSPACE CORP,695-A,FixAas,FW - AAS / Recce,BIRDDOG 125,VH-LMC,153,AGAIR Response
483,https://arena.nafc.org.au/resource/api/ext/aircraft/483,FIXED_WING,ROCKWELL INTERNATIONAL,690-B,FixAas,FW - AAS / Recce,BIRDDOG 273,VH-LVG,153,AGAIR Response
569,https://arena.nafc.org.au/resource/api/ext/aircraft/569,FIXED_WING,AERO COMMANDER,690-A,FixAas,FW - AAS / Recce,BIRDDOG 370,VH-ATF,153,AGAIR Response
482,https://arena.nafc.org.au/resource/api/ext/aircraft/482,FIXED_WING,CESSNA AIRCRAFT COMPANY,337G,FixAas,FW - AAS / Recce,BIRDDOG 372,VH-IOK,153,AGAIR Response
810,https://arena.nafc.org.au/resource/api/ext/aircraft/810,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 373,VH-POV,265,Vortex Air Pty Ltd
1818,https://arena.nafc.org.au/resource/api/ext/aircraft/1818,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 373,VH-POV,60,PAY'S AIR SERVICE PTY LTD
2831,https://arena.nafc.org.au/resource/api/ext/aircraft/2831,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 373,VH-POV,604,Air Kimberley
1857,https://arena.nafc.org.au/resource/api/ext/aircraft/1857,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 375,VH-SHW,96,Australia by Air
2010,https://arena.nafc.org.au/resource/api/ext/aircraft/2010,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 375,VH-SHW,429,Blue Sky Airways
2356,https://arena.nafc.org.au/resource/api/ext/aircraft/2356,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 375,VH-SHW,542,TrackAir Tasmania
2862,https://arena.nafc.org.au/resource/api/ext/aircraft/2862,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 375,VH-SHW,60,PAY'S AIR SERVICE PTY LTD
704,https://arena.nafc.org.au/resource/api/ext/aircraft/704,FIXED_WING,GULFSTREAM AMERICAN CORPORATION,695A,FixAas,FW - AAS / Recce,BIRDDOG 376,VH-HPY,153,AGAIR Response
2769,https://arena.nafc.org.au/resource/api/ext/aircraft/2769,FIXED_WING,GULFSTREAM AMERICAN CORPORATION,695A,FixAas,FW - AAS / Recce,BIRDDOG 376,VH-HPY,1,Stock Software (Testing Op)
795,https://arena.nafc.org.au/resource/api/ext/aircraft/795,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68C,FixAas,FW - AAS / Recce,BIRDDOG 377,VH-ILM,251,Royal Victorian Aero Club
422,https://arena.nafc.org.au/resource/api/ext/aircraft/422,FIXED_WING,CESSNA AIRCRAFT COMPANY,337G,FixAas,FW - AAS / Recce,BIRDDOG 378,VH-ZEV,140,AeroVision
802,https://arena.nafc.org.au/resource/api/ext/aircraft/802,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,BIRDDOG 379,VH-LET,264,Melton Air Services
359,https://arena.nafc.org.au/resource/api/ext/aircraft/359,FIXED_WING,CESSNA AIRCRAFT COMPANY,337H,FixAas,FW - AAS / Recce,BIRDDOG 380,VH-LSZ,119,Bairnsdale Air Charter	 Australian Aviation Network (AAN)
573,https://arena.nafc.org.au/resource/api/ext/aircraft/573,FIXED_WING,CESSNA AIRCRAFT COMPANY,337G,FixAas,FW - AAS / Recce,BIRDDOG 381,VH-AEV,140,AeroVision
809,https://arena.nafc.org.au/resource/api/ext/aircraft/809,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68B,FixAas,FW - AAS / Recce,BIRDDOG 383,VH-LJR,265,Vortex Air Pty Ltd
835,https://arena.nafc.org.au/resource/api/ext/aircraft/835,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,BIRDDOG 384,VH-UJR,256,Ramair Flying Services
360,https://arena.nafc.org.au/resource/api/ext/aircraft/360,FIXED_WING,PIPER AIRCRAFT CORP,PA-34-220T,FixOther,FW - Other,BIRDDOG 386,VH-FFG,119,Bairnsdale Air Charter	 Australian Aviation Network (AAN)
607,https://arena.nafc.org.au/resource/api/ext/aircraft/607,FIXED_WING,AERO COMMANDER,690-A,FixAas,FW - AAS / Recce,BIRDDOG 387,VH-CLT,153,AGAIR Response
2660,https://arena.nafc.org.au/resource/api/ext/aircraft/2660,FIXED_WING,AERO COMMANDER,690-A,FixAas,FW - AAS / Recce,BIRDDOG 387,VH-CLT,580,Southern Airlines
2662,https://arena.nafc.org.au/resource/api/ext/aircraft/2662,FIXED_WING,AERO COMMANDER,690-A,FixAas,FW - AAS / Recce,BIRDDOG 387,VH-CLT,265,Vortex Air Pty Ltd
822,https://arena.nafc.org.au/resource/api/ext/aircraft/822,FIXED_WING,TED SMITH AEROSTAR CORP.,PA-60-600 (AEROSTAR 600),FixAas,FW - AAS / Recce,BIRDDOG 390,VH-LJT,255,Wrightsair
801,https://arena.nafc.org.au/resource/api/ext/aircraft/801,FIXED_WING,AERO COMMANDER,500-A,FixAas,FW - AAS / Recce,BIRDDOG 392,VH-IOE,264,Melton Air Services
818,https://arena.nafc.org.au/resource/api/ext/aircraft/818,FIXED_WING,PILATUS BRITTEN-NORMAN LTD,BN2B-26,FixAas,FW - AAS / Recce,BIRDDOG 393,VH-MGJ,134,Alpine Airwork
849,https://arena.nafc.org.au/resource/api/ext/aircraft/849,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 396,VH-TLD,270,Broome Aviation
1068,https://arena.nafc.org.au/resource/api/ext/aircraft/1068,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 396,VH-TLD,255,Wrightsair
1747,https://arena.nafc.org.au/resource/api/ext/aircraft/1747,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 398,VH-OZH,255,Wrightsair
736,https://arena.nafc.org.au/resource/api/ext/aircraft/736,FIXED_WING,CESSNA AIRCRAFT COMPANY,337G,FixAas,FW - AAS / Recce,BIRDDOG 402,VH-JOC,241,Flight Dynamics Pty Ltd
791,https://arena.nafc.org.au/resource/api/ext/aircraft/791,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68C,FixAas,FW - AAS / Recce,BIRDDOG 416,VH-PNW,87,Liddles Air Service
829,https://arena.nafc.org.au/resource/api/ext/aircraft/829,FIXED_WING,VULCANAIR S.P.A.,P.68C,null,Unspecified,BIRDDOG 428,VH-VMV,148,Queensland Aircraft Charter
1476,https://arena.nafc.org.au/resource/api/ext/aircraft/1476,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,BIRDDOG 433,VH-JAJ,5,Kennedy Air Ag Pty Ltd
2597,https://arena.nafc.org.au/resource/api/ext/aircraft/2597,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,BIRDDOG 433,VH-JAJ,570,ImageAir
1116,https://arena.nafc.org.au/resource/api/ext/aircraft/1116,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,BIRDDOG 444,VH-XAS,5,Kennedy Air Ag Pty Ltd
334,https://arena.nafc.org.au/resource/api/ext/aircraft/334,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,BIRDDOG 500,VH-ODU,110,Aerotech 1st Response
305,https://arena.nafc.org.au/resource/api/ext/aircraft/305,FIXED_WING,CESSNA AIRCRAFT COMPANY,337G,FixAas,FW - AAS / Recce,BIRDOG 410,VH-JOE,97,R-MACH Aviation Pty Ltd
1967,https://arena.nafc.org.au/resource/api/ext/aircraft/1967,FIXED_WING,MCDONNELL DOUGLAS CORP.,MD-87,FixType1,FW - Type 1 MEAT,BOMBER 102,N292EA,419,Erickson Aero Tankers Australia Pty Limited
1968,https://arena.nafc.org.au/resource/api/ext/aircraft/1968,FIXED_WING,MCDONNELL DOUGLAS CORP.,MD-87,FixType1,FW - Type 1 MEAT,BOMBER 103,N293EA,419,Erickson Aero Tankers Australia Pty Limited
374,https://arena.nafc.org.au/resource/api/ext/aircraft/374,FIXED_WING,LOCKHEED AIRCRAFT CORP,C130Q,FixType1,FW - Type 1 MEAT,BOMBER 131,N131CG,118,Coulson Aviation (Australia) Pty
2508,https://arena.nafc.org.au/resource/api/ext/aircraft/2508,FIXED_WING,LOCKHEED AIRCRAFT CORP,C130H,FixType1,FW - Type 1 MEAT,BOMBER 132,N132CG,118,Coulson Aviation (Australia) Pty
1462,https://arena.nafc.org.au/resource/api/ext/aircraft/1462,FIXED_WING,THE BOEING COMPANY,737-3H4,FixType1,FW - Type 1 MEAT,BOMBER 137,N137CG,118,Coulson Aviation (Australia) Pty
1534,https://arena.nafc.org.au/resource/api/ext/aircraft/1534,FIXED_WING,BRITISH AEROSPACE REGIONAL AIRCRAFT LIMITED,AVRO 146-RJ85,FixType1,FW - Type 1 MEAT,BOMBER 163,N366AC,77,Field Air
1531,https://arena.nafc.org.au/resource/api/ext/aircraft/1531,FIXED_WING,BRITISH AEROSPACE REGIONAL AIRCRAFT LIMITED,AVRO 146-RJ85,FixType1,FW - Type 1 MEAT,BOMBER 166,C-GVFT,77,Field Air
1740,https://arena.nafc.org.au/resource/api/ext/aircraft/1740,FIXED_WING,THE BOEING COMPANY,737-3H4,FixType1,FW - Type 1 MEAT,BOMBER 210,N138CG,118,Coulson Aviation (Australia) Pty
224,https://arena.nafc.org.au/resource/api/ext/aircraft/224,FIXED_WING,PZL "WARSZAWA-OKECIE",M-18T,FixType4,FW - Type 4 SEAT,BOMBER 212,VH-OOW,78,Col Adams Aerial Services
105,https://arena.nafc.org.au/resource/api/ext/aircraft/105,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 218,VH-FBZ,60,PAY'S AIR SERVICE PTY LTD
1816,https://arena.nafc.org.au/resource/api/ext/aircraft/1816,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 219,VH-FNA,60,PAY'S AIR SERVICE PTY LTD
2502,https://arena.nafc.org.au/resource/api/ext/aircraft/2502,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 219,VH-FNA,65,Precision Aerial Meandarra
113,https://arena.nafc.org.au/resource/api/ext/aircraft/113,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 220,VH-LIH,60,PAY'S AIR SERVICE PTY LTD
2869,https://arena.nafc.org.au/resource/api/ext/aircraft/2869,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 220,VH-LIH,77,Field Air
2764,https://arena.nafc.org.au/resource/api/ext/aircraft/2764,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 221,VH-FBY,60,PAY'S AIR SERVICE PTY LTD
93,https://arena.nafc.org.au/resource/api/ext/aircraft/93,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 222,VH-FEP,47,FRED FAHEY AERIAL SERVICES
73,https://arena.nafc.org.au/resource/api/ext/aircraft/73,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 223,VH-CVF,47,FRED FAHEY AERIAL SERVICES
94,https://arena.nafc.org.au/resource/api/ext/aircraft/94,FIXED_WING,AIR TRACTOR INC,AT-602,FixType4,FW - Type 4 SEAT,BOMBER 225,VH-FHA,47,FRED FAHEY AERIAL SERVICES
115,https://arena.nafc.org.au/resource/api/ext/aircraft/115,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 227,VH-LIS,60,PAY'S AIR SERVICE PTY LTD
117,https://arena.nafc.org.au/resource/api/ext/aircraft/117,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 228,VH-LII,60,PAY'S AIR SERVICE PTY LTD
63,https://arena.nafc.org.au/resource/api/ext/aircraft/63,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 229,VH-AQH,26,Quirindi Air
2278,https://arena.nafc.org.au/resource/api/ext/aircraft/2278,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 230,VH-NIP,26,Quirindi Air
68,https://arena.nafc.org.au/resource/api/ext/aircraft/68,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 232,VH-KDS,29,AgForce
59,https://arena.nafc.org.au/resource/api/ext/aircraft/59,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 233,VH-YDS,29,AgForce
189,https://arena.nafc.org.au/resource/api/ext/aircraft/189,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 241,VH-PCD,72,Skycroppers
194,https://arena.nafc.org.au/resource/api/ext/aircraft/194,FIXED_WING,AIR TRACTOR INC,AT-504,FixType4,FW - Type 4 SEAT,BOMBER 242,VH-UHN,72,Skycroppers
64,https://arena.nafc.org.au/resource/api/ext/aircraft/64,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 251,VH-WTJ,33,Aircair Aviation Operations Pty Ltd
65,https://arena.nafc.org.au/resource/api/ext/aircraft/65,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 252,VH-WXF,33,Aircair Aviation Operations Pty Ltd
66,https://arena.nafc.org.au/resource/api/ext/aircraft/66,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 253,VH-WXH,33,Aircair Aviation Operations Pty Ltd
71,https://arena.nafc.org.au/resource/api/ext/aircraft/71,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 254,VH-LIC,33,Aircair Aviation Operations Pty Ltd
1785,https://arena.nafc.org.au/resource/api/ext/aircraft/1785,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 256,VH-XWH,191,South East Air Ag
34,https://arena.nafc.org.au/resource/api/ext/aircraft/34,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 266,VH-XAV,5,Kennedy Air Ag Pty Ltd
308,https://arena.nafc.org.au/resource/api/ext/aircraft/308,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 274,VH-EDG,56,Rebel Ag Pty Ltd
1510,https://arena.nafc.org.au/resource/api/ext/aircraft/1510,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 274,VH-EDG,338,Ashby Aviation PTY LTD
1828,https://arena.nafc.org.au/resource/api/ext/aircraft/1828,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 274,VH-EDG,33,Aircair Aviation Operations Pty Ltd
35,https://arena.nafc.org.au/resource/api/ext/aircraft/35,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 277,VH-XAW,5,Kennedy Air Ag Pty Ltd
2797,https://arena.nafc.org.au/resource/api/ext/aircraft/2797,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 277,VH-XAW,338,Ashby Aviation PTY LTD
681,https://arena.nafc.org.au/resource/api/ext/aircraft/681,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 288,VH-XAT,5,Kennedy Air Ag Pty Ltd
36,https://arena.nafc.org.au/resource/api/ext/aircraft/36,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 299,VH-XAY,5,Kennedy Air Ag Pty Ltd
2670,https://arena.nafc.org.au/resource/api/ext/aircraft/2670,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 299,VH-XAY,338,Ashby Aviation PTY LTD
480,https://arena.nafc.org.au/resource/api/ext/aircraft/480,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 350,VH-YRY,153,AGAIR Response
744,https://arena.nafc.org.au/resource/api/ext/aircraft/744,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 351,VH-ARA,153,AGAIR Response
225,https://arena.nafc.org.au/resource/api/ext/aircraft/225,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 352,VH-FFM,77,Field Air
377,https://arena.nafc.org.au/resource/api/ext/aircraft/377,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 353,VH-FZU,77,Field Air
472,https://arena.nafc.org.au/resource/api/ext/aircraft/472,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 354,VH-VBV,153,AGAIR Response
481,https://arena.nafc.org.au/resource/api/ext/aircraft/481,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 355,VH-ZJZ,153,AGAIR Response
2633,https://arena.nafc.org.au/resource/api/ext/aircraft/2633,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 356,VH-SQS,153,AGAIR Response
471,https://arena.nafc.org.au/resource/api/ext/aircraft/471,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 357,VH-EJK,153,AGAIR Response
114,https://arena.nafc.org.au/resource/api/ext/aircraft/114,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 358,VH-LIM,60,PAY'S AIR SERVICE PTY LTD
435,https://arena.nafc.org.au/resource/api/ext/aircraft/435,FIXED_WING,PZL "WARSZAWA-OKECIE",M-18T,FixType4,FW - Type 4 SEAT,BOMBER 359,VH-VWF,134,Alpine Airwork
613,https://arena.nafc.org.au/resource/api/ext/aircraft/613,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 360,VH-FBX,60,PAY'S AIR SERVICE PTY LTD
2503,https://arena.nafc.org.au/resource/api/ext/aircraft/2503,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 360,VH-FBX,65,Precision Aerial Meandarra
364,https://arena.nafc.org.au/resource/api/ext/aircraft/364,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 361,VH-FFB,77,Field Air
365,https://arena.nafc.org.au/resource/api/ext/aircraft/365,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 362,VH-FZX,77,Field Air
396,https://arena.nafc.org.au/resource/api/ext/aircraft/396,FIXED_WING,PZL "WARSZAWA-OKECIE",M-18T,FixType4,FW - Type 4 SEAT,BOMBER 363,VH-JRN,134,Alpine Airwork
1654,https://arena.nafc.org.au/resource/api/ext/aircraft/1654,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 364,VH-RFM,77,Field Air
2274,https://arena.nafc.org.au/resource/api/ext/aircraft/2274,FIXED_WING,BOMBARDIER INC,DHC-8-402,FixType1,FW - Type 1 MEAT,BOMBER 390,C-FFQE,77,Field Air
682,https://arena.nafc.org.au/resource/api/ext/aircraft/682,FIXED_WING,BRITISH AEROSPACE REGIONAL AIRCRAFT LIMITED,AVRO 146-RJ85,FixType1,FW - Type 1 MEAT,BOMBER 391,C-GVFK,77,Field Air
1553,https://arena.nafc.org.au/resource/api/ext/aircraft/1553,FIXED_WING,THRUSH AIRCRAFT	 INC.,S2R-H80,null,Unspecified,BOMBER 400,VH-NTV,144,Atherton Tableland Air Service
2745,https://arena.nafc.org.au/resource/api/ext/aircraft/2745,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 401,VH-LIR,144,Atherton Tableland Air Service
304,https://arena.nafc.org.au/resource/api/ext/aircraft/304,FIXED_WING,PZL "WARSZAWA-OKECIE",M-18B,FixType4,FW - Type 4 SEAT,BOMBER 402,VH-MDR,97,R-MACH Aviation Pty Ltd
1869,https://arena.nafc.org.au/resource/api/ext/aircraft/1869,FIXED_WING,THRUSH AIRCRAFT	 INC.,S2R-T660,FixType4,FW - Type 4 SEAT,BOMBER 404,VH-HWQ,402,Aero Professional Services Emerald pty Ltd
306,https://arena.nafc.org.au/resource/api/ext/aircraft/306,FIXED_WING,AYRES CORPORATION,S2R-G10,FixType4,FW - Type 4 SEAT,BOMBER 407,VH-NFF,97,R-MACH Aviation Pty Ltd
201,https://arena.nafc.org.au/resource/api/ext/aircraft/201,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 410,VH-ZED,13,Jones Air
203,https://arena.nafc.org.au/resource/api/ext/aircraft/203,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 410,VH-ZED,27,R&M Aviation Pty Ltd
2799,https://arena.nafc.org.au/resource/api/ext/aircraft/2799,FIXED_WING,THRUSH AIRCRAFT	 INC.,S2R-T660,FixType4,FW - Type 4 SEAT,BOMBER 411,VH-FVO,120,South Burnett Air Services Pty Ltd
1040,https://arena.nafc.org.au/resource/api/ext/aircraft/1040,FIXED_WING,THRUSH AIRCRAFT	 INC.,S2R-T660,FixType4,FW - Type 4 SEAT,BOMBER 412,VH-FNV,120,South Burnett Air Services Pty Ltd
362,https://arena.nafc.org.au/resource/api/ext/aircraft/362,FIXED_WING,AYRES CORPORATION,S2R-T34,FixType4,FW - Type 4 SEAT,BOMBER 413,VH-NCJ,120,South Burnett Air Services Pty Ltd
363,https://arena.nafc.org.au/resource/api/ext/aircraft/363,FIXED_WING,AYRES CORPORATION,S2R-T34,FixType4,FW - Type 4 SEAT,BOMBER 414,VH-OKW,120,South Burnett Air Services Pty Ltd
254,https://arena.nafc.org.au/resource/api/ext/aircraft/254,FIXED_WING,AYRES CORPORATION,S2R-G1,FixType4,FW - Type 4 SEAT,BOMBER 415,VH-NFS,87,Liddles Air Service
199,https://arena.nafc.org.au/resource/api/ext/aircraft/199,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 424,VH-SDJ,13,Jones Air
816,https://arena.nafc.org.au/resource/api/ext/aircraft/816,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 424,VH-SDJ,65,Precision Aerial Meandarra
262,https://arena.nafc.org.au/resource/api/ext/aircraft/262,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 425,VH-ZRO,13,Jones Air
817,https://arena.nafc.org.au/resource/api/ext/aircraft/817,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 425,VH-ZRO,65,Precision Aerial Meandarra
154,https://arena.nafc.org.au/resource/api/ext/aircraft/154,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 426,VH-NFY,65,Precision Aerial Meandarra
220,https://arena.nafc.org.au/resource/api/ext/aircraft/220,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 427,VH-BQE,65,Precision Aerial Meandarra
221,https://arena.nafc.org.au/resource/api/ext/aircraft/221,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 428,VH-LHW,65,Precision Aerial Meandarra
219,https://arena.nafc.org.au/resource/api/ext/aircraft/219,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 429,VH-NFD,65,Precision Aerial Meandarra
2632,https://arena.nafc.org.au/resource/api/ext/aircraft/2632,FIXED_WING,THRUSH AIRCRAFT	 INC.,S2R-T660,FixType4,FW - Type 4 SEAT,BOMBER 434,VH-OUY,165,CENTRAL HIGHLANDS AERIAL SERVICES PTY LTD
2631,https://arena.nafc.org.au/resource/api/ext/aircraft/2631,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 435,VH-FZV,165,CENTRAL HIGHLANDS AERIAL SERVICES PTY LTD
2840,https://arena.nafc.org.au/resource/api/ext/aircraft/2840,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 435,VH-FZV,27,R&M Aviation Pty Ltd
97,https://arena.nafc.org.au/resource/api/ext/aircraft/97,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 436,VH-JQW,56,Rebel Ag Pty Ltd
1917,https://arena.nafc.org.au/resource/api/ext/aircraft/1917,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 436,VH-JQW,165,CENTRAL HIGHLANDS AERIAL SERVICES PTY LTD
1942,https://arena.nafc.org.au/resource/api/ext/aircraft/1942,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 436,VH-JQW,27,R&M Aviation Pty Ltd
1649,https://arena.nafc.org.au/resource/api/ext/aircraft/1649,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 455,VH-XAJ,5,Kennedy Air Ag Pty Ltd
344,https://arena.nafc.org.au/resource/api/ext/aircraft/344,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 580,VH-ODX,110,Aerotech 1st Response
388,https://arena.nafc.org.au/resource/api/ext/aircraft/388,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 581,VH-OUF,110,Aerotech 1st Response
347,https://arena.nafc.org.au/resource/api/ext/aircraft/347,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 582,VH-ODH,110,Aerotech 1st Response
338,https://arena.nafc.org.au/resource/api/ext/aircraft/338,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 583,VH-ODW,110,Aerotech 1st Response
341,https://arena.nafc.org.au/resource/api/ext/aircraft/341,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 586,VH-OUB,110,Aerotech 1st Response
343,https://arena.nafc.org.au/resource/api/ext/aircraft/343,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 587,VH-OUJ,110,Aerotech 1st Response
345,https://arena.nafc.org.au/resource/api/ext/aircraft/345,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 588,VH-OUE,110,Aerotech 1st Response
